company_id,industry_sector,revenue,cogs,gross_profit,operating_profit,net_profit,ebitda,interest_expense,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,liquid_assets,cash,inventory,accounts_payable,share_price,shares_outstanding,dividends_per_share,annualized_portfolio_return,benchmark_return,risk_free_rate,daily_return_stdev,downside_deviation,market_covariance,market_variance,correlation_to_benchmark,tracking_error,historical_peak_value,historical_trough_value,var_95_amount,total_gross_loan_amount,days_past_due,provision_for_credit_losses,net_profit_margin,roa,roe,cash_ratio,quick_ratio,current_ratio,inventory_turnover,asset_turnover,payable_turnover,debt_to_assets,debt_to_equity,interest_coverage,dscr,eps,pe_ratio,dividend_yield,volatility_annualized,alpha,beta,sharpe_ratio,treynor_ratio,max_drawdown,sortino_ratio,r_squared,npl_status,cost_of_risk,is_default,portfolio_weight
COMP_03915,Healthcare,1553.57,1229.04,324.53,211.86,156.63,276.58,49.52,1418.15,936.16,481.99,260.97,390.8,199.78,96.9,68.26,196.17,34.07,65.96,1.01,-0.105,0.0477,0.04,0.019941,0.2363,0.025608,0.015943,0.3888,0.0139,85.08,64.04,4.22,286.52,84,8.93,0.1008,0.1104,0.325,0.248,0.5112,0.6678,18.0053,1.0955,6.2652,0.6601,1.9423,4.2783,3.5381,2.3746,14.35,0.0296,0.3166,-0.1527,1.6062,-0.458,-0.0903,0.2473,-0.6136,0.1512,0,0.0312,0,6.113e-05
COMP_03916,Consumer Discretionary,82.77,45.61,37.16,14.64,9.79,22.5,1.19,80.03,32.71,47.32,40.9,11.71,35.04,13.43,13.52,5.53,18.29,91.99,0.25,0.2328,0.0927,0.04,0.031249,0.3928,0.043699,0.033023,0.8532,0.0863,19.99,17.76,7.49,30.28,0,0.53,0.1183,0.1223,0.2069,1.1469,2.9923,3.4927,3.3735,1.0342,8.2477,0.4087,0.6913,12.3025,5.3343,0.1064,171.9,0.0137,0.4961,0.1401,1.3233,0.3886,0.1457,0.1116,0.4908,0.728,0,0.0175,0,6.46e-06
COMP_03917,Consumer Discretionary,349.99,134.16,215.83,118.75,84.06,148.16,7.25,371.26,117.59,253.67,121.31,55.1,74.25,55.21,10.58,12.17,43.32,196.81,1.58,0.2682,0.0819,0.04,0.013391,0.1544,0.035906,0.024559,0.9023,0.0055,57.25,28.9,15.29,94.84,0,0.79,0.2402,0.2264,0.3314,1.002,1.3475,2.2016,12.6805,0.9427,11.0238,0.3167,0.4636,16.3793,8.8538,0.4271,101.43,0.0365,0.2126,0.1863,1.462,1.0734,0.1561,0.4952,1.478,0.8141,0,0.0083,0,2.023e-05
COMP_03918,Consumer Staples,9641.16,5862.07,3779.09,3043.97,2328.0,3773.07,549.83,27116.1,7496.73,19619.37,17442.73,3179.1,6997.8,3873.18,1627.15,1557.66,8.05,35.34,1.04,0.3265,0.0703,0.04,0.024491,0.3146,0.012562,0.058402,0.3534,0.033,19.81,13.17,17.9,7576.04,0,244.39,0.2415,0.0859,0.1187,1.2183,2.2012,5.4867,3.6027,0.3556,3.7634,0.2765,0.3821,5.5362,2.8859,65.8744,0.12,0.1292,0.3888,0.2562,0.2151,0.7369,1.3319,0.3352,0.9107,0.1249,0,0.0323,1,0.0016163
COMP_03919,Telecom,2597.7,1358.56,1239.14,465.85,311.44,705.87,16.96,2427.74,750.18,1677.56,626.86,236.67,308.03,71.65,208.66,132.64,39.93,8.09,1.78,0.3145,-0.0102,0.04,0.021205,0.2764,0.021336,0.017994,0.8748,0.0316,64.69,29.52,3.89,673.03,0,24.38,0.1199,0.1283,0.1857,0.3027,1.3015,2.6487,6.5109,1.07,10.2425,0.309,0.4472,27.4676,8.377,38.4969,1.04,0.0446,0.3366,0.3247,1.1857,0.8155,0.2315,0.5437,0.9931,0.7653,0,0.0362,0,0.00014359
COMP_03920,Healthcare,1828.51,1254.56,573.95,346.52,235.33,474.45,58.14,1865.68,1291.12,574.56,450.95,375.26,410.34,194.33,50.08,214.68,107.36,266.25,0.0,0.1849,0.0998,0.04,0.010972,0.1457,0.050344,0.033226,0.9525,0.005,266.25,191.04,6.39,291.04,174,23.23,0.1287,0.1261,0.4096,0.5179,1.0935,1.2017,25.0511,0.9801,5.8439,0.692,2.2471,5.9601,5.4382,0.8839,121.46,0.0,0.1742,0.0851,1.5152,0.8318,0.0956,0.2825,0.9945,0.9073,1,0.0798,1,6.209e-05
COMP_03921,Consumer Discretionary,897.66,741.03,156.63,92.87,64.57,162.12,114.51,2555.55,2059.12,496.43,1134.95,897.97,474.66,207.28,63.86,425.71,39.28,20.1,0.33,0.0075,0.0728,0.04,0.021358,0.2373,0.047121,0.044287,0.6144,0.005,97.55,79.39,24.18,915.57,24,17.8,0.0719,0.0253,0.1301,0.2308,0.5286,1.2639,11.604,0.3513,1.7407,0.8057,4.1479,0.811,0.7867,3.2124,12.23,0.0084,0.339,-0.0653,1.064,-0.0959,-0.0305,0.1862,-0.137,0.3775,0,0.0194,1,0.00019533
COMP_03922,Technology,263.27,156.07,107.2,93.7,65.17,111.04,5.3,272.82,96.0,176.82,79.04,26.43,57.53,37.24,24.55,13.6,15.88,418.9,0.56,-0.1313,0.0536,0.04,0.011479,0.1402,0.081063,0.040152,0.3893,0.0523,22.98,10.09,12.41,73.4,0,0.52,0.2475,0.2389,0.3686,1.409,2.1767,2.9905,6.3572,0.965,11.4757,0.3519,0.5429,17.6792,8.7848,0.1556,102.06,0.0353,0.1822,-0.1849,2.0189,-0.9402,-0.0848,0.5609,-1.2218,0.1516,0,0.0071,0,1.566e-05
COMP_03923,Healthcare,8211.97,4788.36,3423.61,2174.32,1476.92,2950.87,241.26,22282.88,11395.18,10887.7,7136.01,2913.39,4460.15,2680.35,961.16,666.05,25.49,249.46,0.41,0.0626,0.041,0.04,0.024359,0.3569,0.031421,0.02656,0.9264,0.1078,43.6,28.8,7.78,8720.57,126,113.86,0.1798,0.0663,0.1357,0.92,1.5309,2.4494,4.9819,0.3685,7.1892,0.5114,1.0466,9.0124,2.6505,5.9205,4.31,0.0161,0.3867,0.0216,1.183,0.0584,0.0191,0.3394,0.0633,0.8582,1,0.0131,1,0.00186048
COMP_03924,Technology,408.36,276.58,131.78,47.06,35.48,91.53,16.23,1035.76,497.43,538.33,632.34,162.84,402.34,157.32,88.22,43.07,17.19,38.33,0.0,0.0357,0.108,0.04,0.026621,0.2139,0.016949,0.023335,0.9207,0.005,22.56,9.39,1.89,399.62,18,4.56,0.0869,0.0343,0.0659,0.9661,2.4708,3.8832,3.1351,0.3943,6.4216,0.4803,0.924,2.8996,1.6289,0.9256,18.57,0.0,0.4226,-0.0723,0.7263,-0.0102,-0.0059,0.5838,-0.0201,0.8477,0,0.0114,0,8.526e-05
COMP_03925,Real Estate,2631.14,1057.06,1574.08,1224.02,774.48,1502.07,37.08,2338.08,1564.03,774.05,381.39,851.67,236.63,107.7,45.03,259.75,38.92,39.65,0.42,0.0511,0.0812,0.04,0.014644,0.2053,0.029896,0.030513,0.3026,0.0461,87.05,52.92,0.85,597.35,0,20.58,0.2944,0.3312,1.0006,0.1265,0.2778,0.4478,23.4746,1.1253,4.0695,0.6689,2.0206,33.0102,15.5148,19.5329,1.99,0.0108,0.2325,-0.0301,0.9798,0.0477,0.0113,0.3921,0.0541,0.0916,0,0.0345,0,0.00012744
COMP_03926,Real Estate,230.25,109.77,120.48,60.8,49.21,84.0,3.9,195.27,72.0,123.27,81.16,15.46,35.47,17.28,26.4,6.38,33.76,15.74,0.47,0.0686,0.1196,0.04,0.008368,0.0681,0.026598,0.013499,0.9476,0.0053,40.8,30.15,12.68,14.67,0,0.31,0.2137,0.252,0.3992,1.1177,2.2943,5.2497,4.158,1.1791,17.2053,0.3687,0.5841,15.5897,15.6512,3.1264,10.8,0.0139,0.1328,-0.051,1.9704,0.2154,0.0145,0.261,0.42,0.8979,0,0.0211,0,3.13e-06
COMP_03927,Consumer Discretionary,846.9,685.56,161.34,-32.73,-20.59,-6.27,85.45,1673.18,1455.09,218.09,531.15,776.01,248.2,105.39,149.96,275.09,15.67,5.37,0.0,0.0155,0.109,0.04,0.020209,0.2968,0.049925,0.027074,0.4367,0.0214,19.55,6.28,83.01,496.97,0,19.39,-0.0243,-0.0123,-0.0944,0.1358,0.3198,0.6845,4.5716,0.5062,2.4921,0.8697,6.672,-0.383,-0.0464,-3.8343,,0.0,0.3208,-0.0935,1.844,-0.0764,-0.0133,0.6788,-0.0825,0.1907,0,0.039,1,0.00010603
COMP_03928,Consumer Discretionary,3610.31,2472.96,1137.35,640.79,489.84,1045.39,231.37,10808.5,7820.62,2987.88,3491.1,3506.68,1517.29,333.83,799.59,1623.08,78.51,91.07,0.0,0.125,0.0766,0.04,0.013456,0.1634,0.020347,0.039875,0.5449,0.0299,173.39,135.74,1.78,572.06,0,15.53,0.1357,0.0453,0.1639,0.0952,0.4327,0.9956,3.0928,0.334,1.5236,0.7236,2.6174,2.7695,3.6226,5.3787,14.6,0.0,0.2136,0.0484,0.5103,0.3979,0.1666,0.2171,0.5202,0.2969,0,0.0271,0,0.00012205
COMP_03929,Energy,812.7,289.91,522.79,332.96,272.61,377.45,77.34,2221.46,1934.44,287.02,608.47,418.13,261.43,193.08,113.16,158.17,25.76,45.62,0.28,-0.077,0.0836,0.04,0.015193,0.1988,0.033096,0.059433,0.6317,0.0425,55.88,29.71,8.57,647.65,0,16.74,0.3354,0.1227,0.9498,0.4618,0.6252,1.4552,2.5619,0.3658,1.8329,0.8708,6.7397,4.3051,2.6561,5.9757,4.31,0.0109,0.2412,-0.1606,0.5569,-0.4851,-0.2101,0.4683,-0.5885,0.399,0,0.0258,0,0.00013817
COMP_03930,Real Estate,704.76,318.77,385.99,185.05,129.53,262.52,17.88,1044.49,449.43,595.06,227.1,198.12,101.53,59.61,21.13,101.04,46.78,166.0,1.14,0.1485,0.0256,0.04,0.014087,0.2387,0.07307,0.041608,0.4578,0.0627,102.33,68.07,3.89,225.79,0,9.15,0.1838,0.124,0.2177,0.3009,0.5125,1.1463,15.0861,0.6747,3.1549,0.4303,0.7553,10.3496,6.4885,0.7803,59.95,0.0244,0.2236,0.1229,1.7562,0.4852,0.0618,0.3348,0.4545,0.2096,0,0.0405,0,4.817e-05
COMP_03931,Telecom,1110.72,767.97,342.75,261.36,197.59,314.37,80.13,1832.56,1158.21,674.35,306.48,429.01,240.02,109.29,100.46,208.26,114.98,192.14,0.0,-0.1212,0.0913,0.04,0.025368,0.3909,0.05552,0.057334,0.2504,0.0146,150.83,90.79,4.23,444.43,0,12.47,0.1779,0.1078,0.293,0.2547,0.5595,0.7144,7.6445,0.6061,3.6876,0.632,1.7175,3.2617,2.5236,1.0284,111.8,0.0,0.4027,-0.2125,0.9684,-0.4003,-0.1665,0.3981,-0.4124,0.0627,0,0.0281,0,9.482e-05
COMP_03932,Telecom,220.7,161.6,59.1,31.18,20.15,46.53,8.39,364.9,264.91,99.99,234.94,142.11,108.73,56.56,64.58,70.9,12.4,8.97,0.02,0.1328,0.0751,0.04,0.012011,0.2195,0.011497,0.010269,0.7594,0.005,25.7,20.73,0.46,132.26,243,6.49,0.0913,0.0552,0.2015,0.398,0.7651,1.6532,2.5023,0.6048,2.2793,0.726,2.6494,3.7163,2.1526,2.2464,5.52,0.0016,0.1907,0.0577,1.1196,0.4866,0.0829,0.1934,0.4228,0.5767,1,0.0491,1,2.822e-05
COMP_03933,Utilities,176.1,135.58,40.52,11.32,8.4,28.48,16.02,425.32,302.88,122.44,204.23,170.48,111.06,32.05,27.3,90.62,116.07,56.87,0.0,0.0207,0.0694,0.04,0.013925,0.1486,0.0509,0.048657,0.8005,0.0869,185.24,145.0,3.02,124.87,0,2.94,0.0477,0.0197,0.0686,0.188,0.6515,1.198,4.9663,0.414,1.4961,0.7121,2.4737,0.7066,0.9991,0.1477,785.85,0.0,0.2211,-0.0487,1.0461,-0.0873,-0.0184,0.2172,-0.1299,0.6408,0,0.0235,1,2.664e-05
COMP_03934,Utilities,2583.97,1281.88,1302.09,851.19,581.24,1077.61,70.81,4006.42,1057.19,2949.23,2157.87,332.59,1642.83,812.97,721.27,177.5,20.32,455.54,0.0,0.1438,0.0568,0.04,0.025022,0.3091,0.041523,0.033198,0.6143,0.062,40.25,12.14,1.36,851.58,0,7.59,0.2249,0.1451,0.1971,2.4444,4.9395,6.4881,1.7773,0.645,7.2219,0.2639,0.3585,12.0208,6.9092,1.2759,15.93,0.0,0.3972,0.087,1.2508,0.2613,0.083,0.6984,0.3358,0.3774,0,0.0089,0,0.00018168
COMP_03935,Consumer Staples,660.73,538.83,121.9,-0.7,-0.54,43.85,46.63,743.42,668.25,75.17,135.68,343.26,62.65,39.78,44.85,175.69,95.8,19.6,1.16,0.3169,0.0916,0.04,0.01162,0.1209,0.05362,0.040912,0.5357,0.0078,124.93,49.37,48.62,254.1,0,9.31,-0.0008,-0.0007,-0.0072,0.1159,0.1825,0.3953,12.014,0.8888,3.0669,0.8989,8.8898,-0.015,0.6087,-0.0276,,0.0121,0.1845,0.2253,1.3106,1.5008,0.2113,0.6048,2.2903,0.287,0,0.0366,1,5.421e-05
COMP_03936,Real Estate,2560.05,1603.8,956.25,635.84,507.17,869.0,320.23,6255.83,5337.72,918.11,984.78,1729.0,886.93,440.71,244.08,391.39,86.18,170.85,0.74,-0.2372,0.0548,0.04,0.011109,0.1105,0.020187,0.027916,0.7672,0.0544,204.88,93.31,8.49,1009.08,88,32.77,0.1981,0.0811,0.5524,0.2549,0.513,0.5696,6.5708,0.4092,4.0977,0.8532,5.8138,1.9856,2.0635,2.9685,29.03,0.0086,0.1763,-0.292,0.7231,-1.5723,-0.3833,0.5446,-2.5086,0.5886,0,0.0325,1,0.00021528
COMP_03937,Technology,4195.72,2929.74,1265.98,356.29,268.28,689.45,94.41,7584.33,2486.44,5097.89,3414.04,791.32,2262.2,1046.11,1179.55,355.53,20.07,76.53,0.48,0.0393,0.0377,0.04,0.02145,0.3293,0.034142,0.024702,0.9756,0.0477,37.93,24.04,7.78,2751.56,0,85.18,0.0639,0.0354,0.0526,1.322,2.8588,4.3144,2.4838,0.5532,8.2405,0.3278,0.4877,3.7739,1.8656,3.5056,5.73,0.0239,0.3405,0.0016,1.3822,-0.0021,-0.0005,0.3662,-0.0021,0.9518,0,0.031,0,0.00058703
COMP_03938,Technology,4621.02,2996.13,1624.89,648.6,452.92,901.91,187.42,4477.37,2701.28,1776.09,2292.04,748.4,2130.87,960.06,243.36,155.6,30.27,72.16,0.0,0.1343,0.041,0.04,0.019472,0.2968,0.035119,0.027572,0.9272,0.0662,64.71,32.09,7.25,392.17,0,10.55,0.098,0.1012,0.255,1.2828,2.8472,3.0626,12.3115,1.0321,19.2553,0.6033,1.5209,3.4607,3.9795,6.2766,4.82,0.0,0.3091,0.0933,1.2737,0.3051,0.074,0.5041,0.3177,0.8597,0,0.0269,0,8.367e-05
COMP_03939,Industrials,156.77,64.49,92.28,61.8,42.38,75.62,11.67,397.9,180.83,217.07,138.24,85.24,69.93,45.11,37.24,42.41,7.38,50.23,0.32,0.0277,0.0345,0.04,0.003825,0.0513,0.094163,0.039925,0.6389,0.0495,12.22,4.61,1.51,146.39,78,3.03,0.2703,0.1065,0.1952,0.5292,0.8204,1.6218,1.7317,0.394,1.5206,0.4545,0.833,5.2956,2.8743,0.8437,8.75,0.0434,0.0607,-0.0068,2.3585,-0.2026,-0.0052,0.6227,-0.2398,0.4082,0,0.0207,0,3.123e-05
COMP_03940,Healthcare,474.66,394.71,79.95,42.72,30.14,65.69,50.68,990.94,813.84,177.1,340.76,247.96,142.04,90.86,32.59,55.65,25.21,15.12,1.84,0.0934,0.0989,0.04,0.003852,0.0368,0.058948,0.04088,0.8376,0.0695,57.42,20.34,4.72,261.8,0,3.49,0.0635,0.0304,0.1702,0.3664,0.5728,1.3743,12.1114,0.479,7.0927,0.8213,4.5954,0.8429,0.8547,1.9934,12.65,0.073,0.0611,-0.0055,1.442,0.874,0.037,0.6458,1.4511,0.7016,0,0.0133,1,5.585e-05
COMP_03941,Materials,2090.38,860.06,1230.32,876.54,528.54,1069.81,66.33,3922.83,2759.27,1163.56,1342.55,1064.92,972.89,620.26,345.72,631.8,14.97,10.67,1.88,0.1026,0.0573,0.04,0.018802,0.2677,0.064125,0.037605,0.3717,0.0165,23.62,13.03,20.84,1378.87,0,27.12,0.2528,0.1347,0.4542,0.5824,0.9136,1.2607,2.4877,0.5329,1.3613,0.7034,2.3714,13.2148,5.2386,49.5351,0.3,0.1256,0.2985,0.0453,1.7052,0.2097,0.0367,0.4483,0.2338,0.1382,0,0.0197,0,0.00029417
COMP_03942,Utilities,2129.41,1016.67,1112.74,816.63,553.04,881.11,43.39,4857.94,1920.28,2937.66,1099.73,1007.86,638.73,198.01,358.46,449.13,18.33,28.12,0.73,0.3097,0.0674,0.04,0.006978,0.0949,0.027523,0.03035,0.4908,0.0346,26.37,14.65,4.04,1363.31,0,50.49,0.2597,0.1138,0.1883,0.1965,0.6337,1.0912,2.8362,0.4383,2.2636,0.3953,0.6537,18.8207,4.9027,19.6671,0.93,0.0398,0.1108,0.2423,0.9069,2.4341,0.2974,0.4444,2.8419,0.2409,0,0.037,0,0.00029085
COMP_03943,Consumer Discretionary,16306.6,12341.06,3965.54,1148.42,708.71,2442.99,523.4,31175.1,8479.93,22695.17,16427.93,4382.13,11742.93,6477.77,3463.49,1195.44,34.85,17.3,0.68,-0.1453,0.1109,0.04,0.017917,0.2554,0.080099,0.049151,0.9494,0.0118,86.2,63.63,0.42,11162.07,359,851.23,0.0435,0.0227,0.0312,1.4782,2.6797,3.7488,3.5632,0.5231,10.3234,0.272,0.3736,2.1942,1.49,40.9659,0.85,0.0195,0.2844,-0.2562,1.6297,-0.6515,-0.1137,0.2618,-0.7255,0.9014,1,0.0763,1,0.00238136
COMP_03944,Consumer Staples,369.02,243.29,125.73,22.23,18.24,46.62,27.7,821.63,361.21,460.42,211.65,195.84,139.8,91.75,59.03,75.85,46.56,89.22,0.44,-0.1853,0.0411,0.04,0.009552,0.1235,0.087567,0.049841,0.6333,0.022,80.71,31.62,6.16,257.95,0,11.21,0.0494,0.0222,0.0396,0.4685,0.7138,1.0807,4.1215,0.4491,3.2075,0.4396,0.7845,0.8025,0.8715,0.2044,227.79,0.0095,0.1516,-0.2264,1.7569,-1.4861,-0.1282,0.6082,-1.8243,0.4011,0,0.0435,1,5.503e-05
COMP_03945,Telecom,4455.09,3426.3,1028.79,270.83,226.05,526.01,220.24,12066.5,3315.74,8750.76,3767.22,876.77,2454.1,1264.43,350.11,465.28,19.97,434.88,0.0,0.125,0.0362,0.04,0.024988,0.2211,0.05133,0.046081,0.6206,0.037,30.48,16.82,12.26,751.14,0,30.61,0.0507,0.0187,0.0258,1.4421,2.799,4.2967,9.7864,0.3692,7.364,0.2748,0.3789,1.2297,1.7809,0.5198,38.42,0.0,0.3967,0.0888,1.1139,0.2143,0.0763,0.4482,0.3844,0.3851,0,0.0408,0,0.00016025
COMP_03946,Materials,1714.25,1042.04,672.21,580.51,448.3,711.5,88.04,3685.18,1259.79,2425.39,1789.63,547.7,1553.66,1019.72,429.44,148.97,34.04,242.78,1.72,0.2803,0.0749,0.04,0.018155,0.227,0.026831,0.018626,0.3881,0.0539,62.67,31.65,8.76,425.78,0,9.78,0.2615,0.1216,0.1848,1.8618,2.8367,3.2675,2.4265,0.4652,6.995,0.3419,0.5194,6.5937,5.4472,1.8465,18.43,0.0505,0.2882,0.2054,1.4405,0.8338,0.1668,0.495,1.0586,0.1506,0,0.023,0,9.084e-05
COMP_03947,Financials,153.2,82.5,70.7,46.23,37.72,59.72,12.06,344.87,228.82,116.05,51.75,129.5,26.16,18.45,3.57,53.7,22.43,32.52,0.0,0.2594,0.0543,0.04,0.004474,0.0512,0.026994,0.028436,0.5844,0.0316,50.15,30.69,9.61,69.68,0,1.0,0.2462,0.1094,0.325,0.1425,0.202,0.3996,23.1092,0.4442,1.5363,0.6635,1.9717,3.8333,3.1385,1.1599,19.34,0.0,0.071,0.2051,0.9493,3.0901,0.2311,0.388,4.2852,0.3415,0,0.0144,0,1.487e-05
COMP_03948,Consumer Staples,568.28,460.83,107.45,-37.55,-26.98,28.87,34.35,1222.08,897.38,324.7,651.53,194.57,439.65,115.64,39.79,39.19,47.42,172.22,0.6,0.0067,0.1005,0.04,0.018543,0.2027,0.006185,0.055514,0.331,0.06,84.16,69.96,45.85,444.84,197,7.03,-0.0475,-0.0221,-0.0831,0.5943,2.2596,3.3486,11.5816,0.465,11.7589,0.7343,2.7637,-1.0932,0.3662,-0.1567,,0.0127,0.2944,-0.0938,0.1114,-0.1131,-0.2989,0.1687,-0.1643,0.1096,1,0.0158,1,9.49e-05
COMP_03949,Financials,1502.72,553.19,949.53,581.34,418.71,739.09,99.46,2958.25,1639.49,1318.76,1773.61,848.95,1115.25,389.36,426.05,437.52,27.49,125.46,0.81,-0.1027,0.0655,0.04,0.021891,0.335,0.046942,0.033337,0.7716,0.0461,49.01,25.42,27.35,1174.34,0,41.18,0.2786,0.1415,0.3175,0.4586,1.3137,2.0892,1.2984,0.508,1.2644,0.5542,1.2432,5.845,3.4076,3.3374,8.24,0.0295,0.3475,-0.1682,1.4081,-0.4106,-0.1013,0.4813,-0.426,0.5954,0,0.0351,0,0.00025054
COMP_03950,Real Estate,141.85,110.37,31.48,6.18,4.36,19.59,6.71,167.15,107.01,60.14,29.39,31.94,22.65,12.25,6.52,8.87,13.78,67.36,0.2,0.145,0.0476,0.04,0.016337,0.2514,0.045642,0.036108,0.8808,0.0326,24.63,23.3,4.43,17.26,0,0.18,0.0307,0.0261,0.0725,0.3835,0.7091,0.9202,16.9279,0.8486,12.4431,0.6402,1.7793,0.921,2.3222,0.0647,212.98,0.0145,0.2593,0.0974,1.264,0.4049,0.0831,0.054,0.4177,0.7758,0,0.0104,0,3.68e-06
COMP_03951,Financials,91.04,42.37,48.67,38.43,25.51,45.09,2.98,140.06,49.21,90.85,62.44,23.02,26.7,9.03,9.29,8.17,18.62,293.64,3.79,0.1671,0.0498,0.04,0.010724,0.2011,0.085963,0.051036,0.8035,0.0754,32.28,29.54,22.97,53.49,0,2.59,0.2802,0.1821,0.2808,0.3923,1.1599,2.7124,4.5608,0.65,5.186,0.3513,0.5417,12.896,5.4136,0.0869,214.27,0.2035,0.1702,0.1173,1.6844,0.7468,0.0755,0.0849,0.632,0.6456,0,0.0484,0,1.141e-05
COMP_03952,Financials,132.49,102.6,29.89,7.86,4.77,16.51,10.79,308.02,140.43,167.59,109.11,68.38,75.41,57.45,22.25,28.18,26.64,8.71,2.2,-0.1323,0.0947,0.04,0.018802,0.2818,0.060822,0.056922,0.2967,0.0369,54.53,24.24,4.47,52.31,0,1.91,0.036,0.0155,0.0285,0.8402,1.1028,1.5956,4.6112,0.4301,3.6409,0.4559,0.8379,0.7285,1.0305,0.5476,48.65,0.0826,0.2985,-0.227,1.0685,-0.5772,-0.1613,0.5555,-0.6114,0.088,0,0.0365,0,1.116e-05
COMP_03953,Energy,1496.61,627.98,868.63,582.89,367.47,632.17,77.9,2598.19,1853.48,744.71,491.66,1056.92,326.07,90.06,125.52,272.63,55.07,27.54,2.51,-0.0293,0.0607,0.04,0.020717,0.233,0.065427,0.056815,0.6381,0.0129,123.96,78.69,6.09,325.39,0,9.82,0.2455,0.1414,0.4934,0.0852,0.3085,0.4652,5.003,0.576,2.3034,0.7134,2.4889,7.4825,5.7242,13.3431,4.13,0.0456,0.3289,-0.09,1.1516,-0.2107,-0.0602,0.3652,-0.2974,0.4072,0,0.0302,0,6.942e-05
COMP_03954,Energy,613.02,392.4,220.62,36.73,30.13,74.93,11.32,1038.14,505.76,532.38,509.85,204.08,476.95,182.2,124.11,116.46,111.25,119.78,0.0,0.1303,0.0814,0.04,0.019295,0.2676,0.024617,0.022755,0.4857,0.0445,215.0,192.04,14.46,90.09,0,0.46,0.0492,0.029,0.0566,0.8928,2.3371,2.4983,3.1617,0.5905,3.3694,0.4872,0.95,3.2447,3.6859,0.2515,442.35,0.0,0.3063,0.0489,1.0818,0.2948,0.0835,0.1068,0.3374,0.2359,0,0.0051,0,1.922e-05
COMP_03955,Energy,521.16,413.83,107.33,-2.66,-2.04,52.77,45.73,1287.47,613.77,673.7,587.29,331.0,479.05,381.47,42.34,128.27,19.85,74.26,0.85,0.0819,0.0455,0.04,0.014383,0.2156,-0.0027,0.013642,0.4534,0.0141,29.4,22.47,1.56,108.05,0,2.54,-0.0039,-0.0016,-0.003,1.1525,1.4473,1.7743,9.774,0.4048,3.2262,0.4767,0.911,-0.0582,0.9334,-0.0275,,0.0428,0.2283,0.0364,-0.1979,0.1835,-0.2117,0.2357,0.1943,0.2056,0,0.0235,0,2.305e-05
COMP_03956,Real Estate,543.08,318.66,224.42,103.01,80.97,138.07,4.92,441.12,165.9,275.22,207.91,36.19,100.89,27.54,52.69,10.59,8.13,27.91,0.85,0.2665,0.0398,0.04,0.022462,0.2807,0.036036,0.035961,0.8214,0.0111,17.95,15.58,5.04,166.31,0,5.23,0.1491,0.1836,0.2942,0.761,2.7878,5.745,6.0478,1.2311,30.0907,0.3761,0.6028,20.937,6.4067,2.9011,2.8,0.1046,0.3566,0.2267,1.0021,0.6352,0.226,0.132,0.8069,0.6747,0,0.0314,0,3.548e-05
COMP_03957,Materials,198.55,143.61,54.94,20.62,16.62,34.82,17.93,455.43,289.94,165.49,253.56,106.76,172.44,76.17,62.85,52.75,90.26,13.72,0.0,0.1246,0.0434,0.04,0.004999,0.0751,0.064561,0.044861,0.5743,0.1013,104.21,85.42,2.57,83.56,0,3.17,0.0837,0.0365,0.1004,0.7135,1.6152,2.375,2.285,0.436,2.7225,0.6366,1.752,1.15,1.3247,1.2114,74.51,0.0,0.0794,0.0812,1.4391,1.0655,0.0588,0.1803,1.1265,0.3298,0,0.0379,0,1.783e-05
COMP_03958,Consumer Staples,634.17,477.11,157.06,69.15,49.36,103.69,66.86,1189.89,923.59,266.3,349.18,347.09,290.19,102.72,87.6,193.57,52.01,12.05,1.6,-0.1246,0.0484,0.04,0.004839,0.0824,0.0511,0.048409,0.8614,0.0229,81.73,57.48,1.15,456.73,0,12.33,0.0778,0.0415,0.1854,0.2959,0.8361,1.006,5.4465,0.533,2.4648,0.7762,3.4682,1.0343,0.9214,4.0963,12.7,0.0308,0.0768,-0.173,1.0556,-2.1432,-0.1559,0.2967,-1.9976,0.742,0,0.027,1,9.744e-05
COMP_03959,Consumer Staples,123.41,88.64,34.77,3.52,2.51,10.27,4.31,201.02,111.59,89.43,98.21,46.34,67.62,45.74,29.88,26.19,41.77,46.99,1.22,0.1295,0.0872,0.04,0.012738,0.1904,0.049915,0.043293,0.5164,0.0767,93.46,68.0,6.61,45.67,0,0.49,0.0203,0.0125,0.0281,0.9871,1.4592,2.1193,2.9665,0.6139,3.3845,0.5551,1.2478,0.8167,1.1569,0.0534,782.21,0.0292,0.2022,0.0423,1.153,0.4426,0.0776,0.2724,0.4701,0.2667,0,0.0107,0,9.74e-06
COMP_03960,Consumer Discretionary,4560.42,3706.09,854.33,62.03,49.2,224.24,160.37,7064.91,2296.81,4768.1,3685.47,901.58,2197.22,763.96,821.9,335.8,11.47,109.96,1.02,-0.1386,0.0266,0.04,0.028848,0.2836,0.022193,0.014436,0.6246,0.005,23.8,11.13,8.78,1315.38,0,33.83,0.0108,0.007,0.0103,0.8474,2.4371,4.0878,4.5092,0.6455,11.0366,0.3251,0.4817,0.3868,0.7682,0.4474,25.64,0.0889,0.4579,-0.1652,1.5373,-0.39,-0.1162,0.5324,-0.6298,0.3901,0,0.0257,1,0.00028063
